epoch,step,valid_loss,MultilabelAccuracy,MultilabelExactMatch,MultilabelAveragePrecision
0,750,0.0658600553870201,0.981422245502472,0.0291994754225015,0.0293248388916254
0,750,0.0658600553870201,0.981422245502472,0.0291994754225015,0.0293248388916254
0,750,0.0658600553870201,0.981422245502472,0.0291994754225015,0.0293248388916254
0,750,0.0658600553870201,0.981422245502472,0.0291994754225015,0.0293248388916254
0,750,0.0658600553870201,0.981422245502472,0.0291994754225015,0.0293248388916254
1,1501,0.0581345334649086,0.9829654693603516,0.0410104990005493,0.0387195721268653
1,1501,0.0581345334649086,0.9829654693603516,0.0410104990005493,0.0387195721268653
1,1501,0.0581345334649086,0.9829654693603516,0.0410104990005493,0.0387195721268653
1,1501,0.0581345334649086,0.9829654693603516,0.0410104990005493,0.0387195721268653
1,1501,0.0581345334649086,0.9829654693603516,0.0410104990005493,0.0387195721268653
2,2252,0.0538008026778698,0.98408442735672,0.0452755913138389,0.0442778132855892
2,2252,0.0538008026778698,0.98408442735672,0.0452755913138389,0.0442778132855892
2,2252,0.0538008026778698,0.98408442735672,0.0452755913138389,0.0442778132855892
2,2252,0.0538008026778698,0.98408442735672,0.0452755913138389,0.0442778132855892
2,2252,0.0538008026778698,0.98408442735672,0.0452755913138389,0.0442778132855892
3,3003,0.0524062253534793,0.9841910004615784,0.0460957996547222,0.0511553771793842
3,3003,0.0524062253534793,0.9841910004615784,0.0460957996547222,0.0511553771793842
3,3003,0.0524062253534793,0.9841910004615784,0.0460957996547222,0.0511553771793842
3,3003,0.0524062253534793,0.9841910004615784,0.0460957996547222,0.0511553771793842
3,3003,0.0524062253534793,0.9841910004615784,0.0460957996547222,0.0511553771793842
4,3754,0.0501450709998607,0.9847171902656556,0.0572506561875343,0.0567068271338939
4,3754,0.0501450709998607,0.9847171902656556,0.0572506561875343,0.0567068271338939
4,3754,0.0501450709998607,0.9847171902656556,0.0572506561875343,0.0567068271338939
4,3754,0.0501450709998607,0.9847171902656556,0.0572506561875343,0.0567068271338939
4,3754,0.0501450709998607,0.9847171902656556,0.0572506561875343,0.0567068271338939
5,4505,0.0480774939060211,0.9851319193840028,0.0682414695620536,0.061761736869812
5,4505,0.0480774939060211,0.9851319193840028,0.0682414695620536,0.061761736869812
5,4505,0.0480774939060211,0.9851319193840028,0.0682414695620536,0.061761736869812
5,4505,0.0480774939060211,0.9851319193840028,0.0682414695620536,0.061761736869812
5,4505,0.0480774939060211,0.9851319193840028,0.0682414695620536,0.061761736869812
6,5256,0.0486481897532939,0.9851096868515016,0.0670931786298751,0.0682788044214248
6,5256,0.0486481897532939,0.9851096868515016,0.0670931786298751,0.0682788044214248
6,5256,0.0486481897532939,0.9851096868515016,0.0670931786298751,0.0682788044214248
6,5256,0.0486481897532939,0.9851096868515016,0.0670931786298751,0.0682788044214248
6,5256,0.0486481897532939,0.9851096868515016,0.0670931786298751,0.0682788044214248
7,6007,0.0479007065296173,0.9848940968513488,0.0616797916591167,0.0721464082598686
7,6007,0.0479007065296173,0.9848940968513488,0.0616797916591167,0.0721464082598686
7,6007,0.0479007065296173,0.9848940968513488,0.0616797916591167,0.0721464082598686
7,6007,0.0479007065296173,0.9848940968513488,0.0616797916591167,0.0721464082598686
7,6007,0.0479007065296173,0.9848940968513488,0.0616797916591167,0.0721464082598686
8,6758,0.0476096607744693,0.985192894935608,0.0843175873160362,0.0847504958510398
8,6758,0.0476096607744693,0.985192894935608,0.0843175873160362,0.0847504958510398
8,6758,0.0476096607744693,0.985192894935608,0.0843175873160362,0.0847504958510398
8,6758,0.0476096607744693,0.985192894935608,0.0843175873160362,0.0847504958510398
8,6758,0.0476096607744693,0.985192894935608,0.0843175873160362,0.0847504958510398
9,7509,0.0464294105768203,0.9853335022926332,0.0752952769398689,0.0819667056202888
9,7509,0.0464294105768203,0.9853335022926332,0.0752952769398689,0.0819667056202888
9,7509,0.0464294105768203,0.9853335022926332,0.0752952769398689,0.0819667056202888
9,7509,0.0464294105768203,0.9853335022926332,0.0752952769398689,0.0819667056202888
9,7509,0.0464294105768203,0.9853335022926332,0.0752952769398689,0.0819667056202888
10,8260,0.0466843098402023,0.9853745698928832,0.0910433083772659,0.0958101227879524
10,8260,0.0466843098402023,0.9853745698928832,0.0910433083772659,0.0958101227879524
10,8260,0.0466843098402023,0.9853745698928832,0.0910433083772659,0.0958101227879524
10,8260,0.0466843098402023,0.9853745698928832,0.0910433083772659,0.0958101227879524
10,8260,0.0466843098402023,0.9853745698928832,0.0910433083772659,0.0958101227879524
11,9011,0.0456013120710849,0.9855057001113892,0.0800524950027465,0.0912275090813636
11,9011,0.0456013120710849,0.9855057001113892,0.0800524950027465,0.0912275090813636
11,9011,0.0456013120710849,0.9855057001113892,0.0800524950027465,0.0912275090813636
11,9011,0.0456013120710849,0.9855057001113892,0.0800524950027465,0.0912275090813636
11,9011,0.0456013120710849,0.9855057001113892,0.0800524950027465,0.0912275090813636
12,9762,0.0456588491797447,0.9854506254196168,0.0770997405052185,0.1005231738090515
12,9762,0.0456588491797447,0.9854506254196168,0.0770997405052185,0.1005231738090515
12,9762,0.0456588491797447,0.9854506254196168,0.0770997405052185,0.1005231738090515
12,9762,0.0456588491797447,0.9854506254196168,0.0770997405052185,0.1005231738090515
12,9762,0.0456588491797447,0.9854506254196168,0.0770997405052185,0.1005231738090515
13,10513,0.0451103635132312,0.9856756329536438,0.0851377919316291,0.1026455089449882
13,10513,0.0451103635132312,0.9856756329536438,0.0851377919316291,0.1026455089449882
13,10513,0.0451103635132312,0.9856756329536438,0.0851377919316291,0.1026455089449882
13,10513,0.0451103635132312,0.9856756329536438,0.0851377919316291,0.1026455089449882
13,10513,0.0451103635132312,0.9856756329536438,0.0851377919316291,0.1026455089449882
14,11264,0.0439886860549449,0.98596853017807,0.095472440123558,0.1062501370906829
14,11264,0.0439886860549449,0.98596853017807,0.095472440123558,0.1062501370906829
14,11264,0.0439886860549449,0.98596853017807,0.095472440123558,0.1062501370906829
14,11264,0.0439886860549449,0.98596853017807,0.095472440123558,0.1062501370906829
14,11264,0.0439886860549449,0.98596853017807,0.095472440123558,0.1062501370906829
15,12015,0.0446395613253116,0.9857529401779176,0.0846456661820411,0.1096830442547798
15,12015,0.0446395613253116,0.9857529401779176,0.0846456661820411,0.1096830442547798
15,12015,0.0446395613253116,0.9857529401779176,0.0846456661820411,0.1096830442547798
15,12015,0.0446395613253116,0.9857529401779176,0.0846456661820411,0.1096830442547798
15,12015,0.0446395613253116,0.9857529401779176,0.0846456661820411,0.1096830442547798
16,12766,0.0444088131189346,0.9853428602218628,0.0784120708703994,0.1139268949627876
16,12766,0.0444088131189346,0.9853428602218628,0.0784120708703994,0.1139268949627876
16,12766,0.0444088131189346,0.9853428602218628,0.0784120708703994,0.1139268949627876
16,12766,0.0444088131189346,0.9853428602218628,0.0784120708703994,0.1139268949627876
16,12766,0.0444088131189346,0.9853428602218628,0.0784120708703994,0.1139268949627876
17,13517,0.0443781986832618,0.9854447841644288,0.0833333358168602,0.1183221042156219
17,13517,0.0443781986832618,0.9854447841644288,0.0833333358168602,0.1183221042156219
17,13517,0.0443781986832618,0.9854447841644288,0.0833333358168602,0.1183221042156219
17,13517,0.0443781986832618,0.9854447841644288,0.0833333358168602,0.1183221042156219
17,13517,0.0443781986832618,0.9854447841644288,0.0833333358168602,0.1183221042156219
18,14268,0.0435943454504013,0.9859275221824646,0.0875984281301498,0.1198849529027938
18,14268,0.0435943454504013,0.9859275221824646,0.0875984281301498,0.1198849529027938
18,14268,0.0435943454504013,0.9859275221824646,0.0875984281301498,0.1198849529027938
18,14268,0.0435943454504013,0.9859275221824646,0.0875984281301498,0.1198849529027938
18,14268,0.0435943454504013,0.9859275221824646,0.0875984281301498,0.1198849529027938
19,15019,0.0436913035809993,0.9858900308609008,0.1026902869343757,0.1221459731459617
19,15019,0.0436913035809993,0.9858900308609008,0.1026902869343757,0.1221459731459617
19,15019,0.0436913035809993,0.9858900308609008,0.1026902869343757,0.1221459731459617
19,15019,0.0436913035809993,0.9858900308609008,0.1026902869343757,0.1221459731459617
19,15019,0.0436913035809993,0.9858900308609008,0.1026902869343757,0.1221459731459617
20,15770,0.0439556464552879,0.9858314394950868,0.1020341217517852,0.1251042783260345
20,15770,0.0439556464552879,0.9858314394950868,0.1020341217517852,0.1251042783260345
20,15770,0.0439556464552879,0.9858314394950868,0.1020341217517852,0.1251042783260345
20,15770,0.0439556464552879,0.9858314394950868,0.1020341217517852,0.1251042783260345
20,15770,0.0439556464552879,0.9858314394950868,0.1020341217517852,0.1251042783260345
21,16521,0.043192695826292,0.9856427907943726,0.0951443538069725,0.1281226128339767
21,16521,0.043192695826292,0.9856427907943726,0.0951443538069725,0.1281226128339767
21,16521,0.043192695826292,0.9856427907943726,0.0951443538069725,0.1281226128339767
21,16521,0.043192695826292,0.9856427907943726,0.0951443538069725,0.1281226128339767
21,16521,0.043192695826292,0.9856427907943726,0.0951443538069725,0.1281226128339767
22,17272,0.0432362407445907,0.9856534004211426,0.0869422554969787,0.1308638751506805
22,17272,0.0432362407445907,0.9856534004211426,0.0869422554969787,0.1308638751506805
22,17272,0.0432362407445907,0.9856534004211426,0.0869422554969787,0.1308638751506805
22,17272,0.0432362407445907,0.9856534004211426,0.0869422554969787,0.1308638751506805
22,17272,0.0432362407445907,0.9856534004211426,0.0869422554969787,0.1308638751506805
